Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,7/5/2017,9.4,Covent Garden Hotel, United Kingdom , Breakfast was a little slow on our second morning when we went down later This was the only time we did not feel impeccable looked after and once problem recognised the staff once again make amends with gracious style ,41,158, Really comfortable bed Luxurious bathroom Plenty of space and comfort in twin room shared with my mum Pillow spray a lovely extra treat The lounge is a wonderful space to spend some time when not out and about with the added thrill of using the honesty bar to make you feel at home ,55,2,9.2,"[' Leisure trip ', ' Solo traveler ', ' Luxury Double Room ', ' Stayed 2 nights ']",29 days,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,6/24/2017,9.4,Covent Garden Hotel, New Zealand , We were disappointed our breakfasts were only luke warm on arrival at the table and in our opinion were not quite up to five star standard ,28,158, Beautifully decorated room and indeed hotel itself This is the third time we have stayed in a Firmdale hotel and we are staying again next month We love them ,31,5,9.2,"[' Leisure trip ', ' Couple ', ' Luxury Suite ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",40 days,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,5/14/2017,9.4,Covent Garden Hotel, Australia , Nothing ,3,158, Best hotel in London Don t stay anywhere else Every little detail was superb staff were sooooo friendly and helpful from the doorman to the personal trainer to the concierge I didn t want to leave It was exactly as a hotel experience should be I can t say enough about it,53,6,10.0,"[' Leisure trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",81 days,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,4/19/2017,9.4,Covent Garden Hotel, United Kingdom , big fault no coffee or tea making facilities in room breakfast good but very expensive and all items a la carte if stay again would consider breakfast elsewhere,29,158, excellent location and a beautiful room caring staff free champagne as on first visit wide selection of breakfast food did not eat in restaurant so cannot comment,28,15,9.6,"[' Business trip ', ' Solo traveler ', ' Luxury Double Room ', ' Stayed 1 night ']",106 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,4/16/2017,9.4,Covent Garden Hotel, United States of America , We have grown accustomed to having help yourself coffee available in the morning or at least a make your own coffeemaker in the room There were no perks like that at this hotel ,35,158, Everyone was so nice the rooms were immaculate and the bed was so comfortable ,16,1,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Junior Suite ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",109 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,4/13/2017,9.4,Covent Garden Hotel, China , None ,3,158, The excellent location and very elegant design of the rooms Very nice and helpful reception The breakfast is high end level included Early check in is available if sending email to Booking com in advance ,37,6,10.0,"[' Leisure trip ', ' Travelers with friends ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",112 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,4/8/2017,9.4,Covent Garden Hotel, United States of America , At first we were placed on the lower floor below the lobby While the room was beautifully designed it was not a pleasant experience There was little lighting in the room and no view of the street above Staff was constantly walking around in addition to other hotel guests on their way to the gym or the library It was not quiet However we were quickly accommodated and moved to a room we loved ,76,158, The hotel was lovely Small and boutique but in the heart of London walking distance from everything So many restaurants shops and coffeeshops around The staff was lovely and helpful Rooms are beautifully designed and comfortable ,38,1,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",117 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,4/5/2017,9.4,Covent Garden Hotel, France , Nothing in this life you tend to get what you pay for ,14,158, Beds v comfy Staff v attentive but not overbearing Relaxed luxury not pompous but still classy ,18,10,10.0,"[' Leisure trip ', ' Couple ', ' Luxury Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",120 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,3/31/2017,9.4,Covent Garden Hotel, United Kingdom , Booked as a special Christmas present for my wife musical and nice hotel Although room was lovely we were disappointed to find it was a basement room Disappointment further compounded on return from show by food and cooking smells in room from nearby kitchen Breakfast average eggs benedict on somewhat hard muffin Overall ok but not the special hotel we had expected for the price ,67,158, Staff were most helpful and friendly,7,1,6.7,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",125 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,3/27/2017,9.4,Covent Garden Hotel, United Kingdom , The only complaint and it s not really a complaint is that there was no tea making facility in the room,22,158, Excellent staff Nothing too much trouble Lots of really nice touches,12,2,10.0,"[' Leisure trip ', ' Couple ', ' Luxury Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",129 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,2/18/2017,9.4,Covent Garden Hotel, Qatar , I had a call from reception to turn the TV down because the room next to me couldn t sleep And it was not that loud I assume it is not souitable for big families I was alone so I enjoyed the peaceful atmospher,45,158, I was looking for a place where I can clear my mind and relax this was the right place,20,8,9.6,"[' Leisure trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",166 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,2/16/2017,9.4,Covent Garden Hotel, United Kingdom , A couple of long waits in the brasserie and a chipped glass a brief apology and a complimentary glass of tap water ,24,158, Lovely room very spacious comfortable bed and great linen Large bathroom with big bath and separate shower All immaculately clean Staff as always charming Lovely atmosphere in the bar brasserie very good if you are alone I have been coming here for years and I will be back soon ,51,10,8.8,"[' Leisure trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",168 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,2/4/2017,9.4,Covent Garden Hotel, United States of America , Not a thing ,5,158, Central location with incredible customer service Excellent on site restaurant and fitness facilities Great hotel for families as they go the extra mile for the little ones This is our new go to hotel in London ,38,1,10.0,"[' Leisure trip ', ' Solo traveler ', ' Luxury Suite ', ' Stayed 4 nights ']",180 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,1/28/2017,9.4,Covent Garden Hotel, Ireland , I don t like the idea of the bar closing relatively early and an honesty bar for residents While the beautiful drawing room is very relaxing there is nothing like a bar atmosphere in it ,37,158, Almost everything was wonderful The junior suite was beautiful and very comfortable Everything very roomy and bright Breakfasts were delicious with loads of everything available ,27,7,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Junior Suite ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",187 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,1/22/2017,9.4,Covent Garden Hotel, United Kingdom ,No Negative,0,158, Loved loved loved our stay here Yes it s a beautiful hotel with the most gorgeous textiles and facilities but the staff were what made this a truly awesome experience When we returned from our afternoon trip our 6 yr old s toy owl was sleeping in a basket underneath a baby blanket It made us all chuckle and made our boy feel special Every element from breakfast to room service the glorious beds to the impressive bathrooms was just that extra special Will be returning again and again ,91,1,9.6,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",193 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,11/27/2016,9.4,Covent Garden Hotel, United States of America , We liked everything ,5,158, The staff all went out of their way to help us and talk to us We hugged several when we left We also loved our fabulous room with its unique decor comfy bed and seating area and luxurious bathroom The gorgeous first floor lounge and honesty bar provided the perfect meeting place for us and our friends We were always eager to return to our hotel and wanted to spend more time there We knew we d made the right choice when we arrived in a terrible rainstorm and two people with umbrellas ran out to our taxi to escort us inside ,104,2,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 6 nights ']",249 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,11/10/2016,9.4,Covent Garden Hotel, United Kingdom , The dinner was not very exciting Had a very traditionel Sunday lunch with all the trimmings But unfortunately it didn t come up as well as we were expecting Meat dry and a over cooked Potatoes and Yorkshire pudding the best ,43,158, Nice and cosy hotel in a superb location in London Had a lovely library were we had complementary champagne Very traditional ,23,12,10.0,"[' Leisure trip ', ' Couple ', ' Luxury Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",266 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,9/18/2016,9.4,Covent Garden Hotel, United States of America ,No Negative,0,158, This was not my first stay at this property The only time I do not stay at this property while in London is when they cannot book me a room I ve taken my mother and close friends there There is something to be said about no surprises and that is why I keep returning Emilion in the restaurant and Emmanuella at the front desk were extraordinary ,69,3,10.0,"[' Leisure trip ', ' Solo traveler ', ' Luxury Double Room ', ' Stayed 2 nights ']",319 day,51.5145986,-0.1270336
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,9/10/2016,9.4,Covent Garden Hotel, Japan , We reserved two rooms one of which is a deluxe double room with a bathtub which is recorded on the Booking com s confirmation document However there was no bathtub in the room and the staff at the front desk told that it was a pity that Booking com showed incorrect information on web and there was not such room available for us After a discussion they offered a higher rate room with a bathtub We enjoyed London trip very much but did not enjoy the discussion We stayed at the room paying extra charge but for us it was not a pleasant experience and the explanation of the staff at the front desk was not trustworthy nor reliable ,121,158, The location was very good ,7,4,6.7,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 2 nights ']",327 day,51.5145986,-0.1270336
